action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_conversation_started_7d,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,age,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_onsite_conversion.messaging_conversation_started_7d,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,1,,,1,,,1,,,,,,,,,3,,3,,,,2,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,18-24,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.05,"[{'action_type': 'outbound_click', 'value': '0.05'}]",0.05,,0.05,,,0.016667,0.016667,,,0.025,0.05,16.666667,16.666667,33.333333,2025-12-13,2025-12-13,1,3,33.333333,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '33.333333'}]",3,0.05,,7,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6926065374784,08_blonde_jumpoff_bolla1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,23.333333,23.333333,0,2025-12-13,2025-12-13,1,3,,,,,3,0.07,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.1,0.1,,,0.1,,16.666667,20,0,2025-12-13,2025-12-13,1.2,6,,,,,5,0.1,1,5,1,1,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926065580384,10_blonde_jumpoff_bolla2,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,55-64,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.06,0.06,,,0.06,,30,30,0,2025-12-13,2025-12-13,1,2,,,,,2,0.06,,2,,1,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926065746384,11_blonde_jumpoff_gasstation4,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.03,0.03,,,0.03,,15,15,0,2025-12-13,2025-12-13,1,2,,,,,2,0.03,1,7,1,1,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926065746384,11_blonde_jumpoff_gasstation4,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.06,0.06,,,0.06,,60,60,0,2025-12-13,2025-12-13,1,1,,,,,1,0.06,,4,,1,,
,,,,1,,,,,,,,,,,,3,,3,,,,2,,6926065746384,11_blonde_jumpoff_gasstation4,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,55-64,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,0.07,"[{'action_type': 'outbound_click', 'value': '0.07'}]",0.07,,,,,0.023333,0.023333,,,0.035,,35,70,0,2025-12-13,2025-12-13,2,2,50,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '50'}]",1,0.07,2,21,2,2,2,2
,,,,,,,,,,,,,,,,2,,2,,,,2,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,18-24,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.185,0.185,,,0.185,,61.666667,61.666667,0,2025-12-13,2025-12-13,1,6,,,,,6,0.37,,3,,2,1,1
,2,,,,1,1,2,,,,,,,,,7,,7,,,,7,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,1.02,0.51,,,0.145714,0.145714,,,0.145714,,53.684211,56.666667,0,2025-12-13,2025-12-13,1.055556,19,,,,,18,1.02,1,4,,6,1,1
,,,,,,,,,,,,,,,,3,,3,,,,3,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.136667,0.136667,,,0.136667,,22.777778,25.625,0,2025-12-13,2025-12-13,1.125,18,,,,,16,0.41,,2,,3,1,1
,,,,,,,,,,,,,,,,2,,2,,,,2,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.06,0.06,,,0.06,,20,20,0,2025-12-13,2025-12-13,1,6,,,,,6,0.12,,4,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,55-64,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,30,37.5,0,2025-12-13,2025-12-13,1.25,5,,,,,4,0.15,,1,,,,
,,,,1,,,,,,,,,,,,3,,3,,,,2,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,65+,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.17,"[{'action_type': 'outbound_click', 'value': '0.17'}]",0.17,,,,,0.056667,0.056667,,,0.085,0.17,34,34,20,2025-12-13,2025-12-13,1,5,20,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '20'}]",5,0.17,1,5,1,2,1,1
,6,,,,,,6,,,,2,,,,,34,,34,2,2,,32,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,18-24,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,,,,,0.715,,,0.126176,0.126176,2.145,,0.134063,4.29,18.815789,19.411765,0.438596,2025-12-13,2025-12-13,1.031674,228,,,,,221,4.29,5,2,5,31,18,8
,92,,,14,6,6,92,,,,1,,,,,311,1,311,2,1,,295,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,14,"[{'action_type': 'subscribe_mobile_app', 'value': '25.6'}, {'action_type': 'subscribe_total', 'value': '25.6'}, {'action_type': 'start_trial_mobile_app', 'value': '8.533333'}, {'action_type': 'start_trial_total', 'value': '8.533333'}]",1.828571,"[{'action_type': 'outbound_click', 'value': '1.828571'}]",1.828571,4.266667,0.278261,,,0.082315,0.082315,12.8,,0.08678,1.828571,18.768328,19.937695,1.026393,2025-12-13,2025-12-13,1.062305,1364,1.026393,14,"[{'action_type': 'outbound_click', 'value': '14'}]","[{'action_type': 'outbound_click', 'value': '1.026393'}]",1284,25.6,34,3,34,267,121,76
,149,,,23,12,12,149,,,,2,,,,,385,,385,2,2,,360,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,25,"[{'action_type': 'subscribe_mobile_app', 'value': '4.196667'}, {'action_type': 'subscribe_total', 'value': '4.196667'}, {'action_type': 'start_trial_mobile_app', 'value': '3.597143'}, {'action_type': 'start_trial_total', 'value': '3.597143'}]",1.094783,"[{'action_type': 'outbound_click', 'value': '1.094783'}]",1.094783,2.098333,0.168993,,,0.065403,0.065403,12.59,,0.069944,1.0072,18.233164,19.889415,1.810282,2025-12-13,2025-12-13,1.090837,1381,1.66546,23,"[{'action_type': 'outbound_click', 'value': '23'}]","[{'action_type': 'outbound_click', 'value': '1.66546'}]",1266,25.18,35,3,35,311,147,76
,35,,,9,2,2,35,,,,,,,,,124,,124,,,,115,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,8,,0.89,"[{'action_type': 'outbound_click', 'value': '0.89'}]",0.89,4.005,0.228857,,,0.064597,0.064597,,,0.069652,1.00125,19.071429,20.59126,1.904762,2025-12-13,2025-12-13,1.079692,420,2.142857,9,"[{'action_type': 'outbound_click', 'value': '9'}]","[{'action_type': 'outbound_click', 'value': '2.142857'}]",389,8.01,16,3,14,101,47,32
,1,,,2,,,1,,,,,,,,,17,,17,,,,15,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,55-64,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,0.495,"[{'action_type': 'outbound_click', 'value': '0.495'}]",0.495,,0.99,,,0.058235,0.058235,,,0.066,0.495,35.357143,36.666667,7.142857,2025-12-13,2025-12-13,1.037037,28,7.142857,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '7.142857'}]",27,0.99,2,5,2,13,6,5
,,,,,,,,,,,,,,,,2,,2,,,,2,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,65+,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.14,0.14,,,0.14,,17.5,18.666667,0,2025-12-13,2025-12-13,1.066667,16,,,,,15,0.28,,2,,2,,
,,,,,,,,,,,,,,,,,,,,,,,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,25-34,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,,7.5,7.5,0,2025-12-13,2025-12-13,1,4,,,,,4,0.03,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,35-44,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.13,0.13,,,0.13,,18.571429,18.571429,0,2025-12-13,2025-12-13,1,7,,,,,7,0.13,,2,,1,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,45-54,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,0.045,0.045,,,0.045,,30,30,0,2025-12-13,2025-12-13,1,3,,,,,3,0.09,,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927319919984,03_blackbodysuit_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,45-54,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,,0,0,0,2025-12-13,2025-12-13,1,2,,,,,2,0,,1,,,,
,19,,,,1,1,19,,,,,,,,,,,,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,2,"[{'action_type': 'subscribe_mobile_app', 'value': '0.48'}, {'action_type': 'subscribe_total', 'value': '0.48'}, {'action_type': 'start_trial_mobile_app', 'value': '0.48'}, {'action_type': 'start_trial_total', 'value': '0.48'}]",,,,0.48,0.025263,,,,,,,,0.24,14.117647,14.117647,5.882353,2025-12-13,2025-12-13,1,34,,,,,34,0.48,,,,,,
,34,,,5,2,2,34,,,,,,,,,5,,5,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,4,"[{'action_type': 'subscribe_mobile_app', 'value': '1.495'}, {'action_type': 'subscribe_total', 'value': '1.495'}, {'action_type': 'start_trial_mobile_app', 'value': '1.495'}, {'action_type': 'start_trial_total', 'value': '1.495'}]",0.598,"[{'action_type': 'outbound_click', 'value': '0.598'}]",0.598,1.495,0.087941,,,0.598,0.598,,,,0.7475,13,13.348214,1.73913,2025-12-13,2025-12-13,1.026786,230,2.173913,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.173913'}]",224,2.99,,,,,,
,8,,,1,,,8,,,,,,,,,1,,1,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,4.13,"[{'action_type': 'outbound_click', 'value': '4.13'}]",4.13,,0.51625,,,4.13,4.13,,,,4.13,12.005814,12.218935,0.290698,2025-12-13,2025-12-13,1.017751,344,0.290698,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.290698'}]",338,4.13,,,,,,
,10,,,2,,,10,,,,,,,,,2,,2,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,0.775,"[{'action_type': 'outbound_click', 'value': '0.775'}]",0.775,,0.155,,,0.775,0.775,,,,0.775,13.247863,13.596491,1.709402,2025-12-13,2025-12-13,1.026316,117,1.709402,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.709402'}]",114,1.55,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,12.857143,12.857143,0,2025-12-13,2025-12-13,1,14,,,,,14,0.18,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,,21.666667,21.666667,0,2025-12-13,2025-12-13,1,6,,,,,6,0.13,,,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.04,0.04,,,0.04,,8,8,0,2025-12-13,2025-12-13,1,5,,,,,5,0.04,,2,,1,,
,,,,,,,,,,,,,,,,5,,5,,,,5,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.044,0.044,,,0.044,,10,10,0,2025-12-13,2025-12-13,1,22,,,,,22,0.22,1,3,1,5,3,1
,,,,,,,,,,,,,,,,17,,17,,,,17,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.037059,0.037059,,,0.037059,,14.318182,14.318182,0,2025-12-13,2025-12-13,1,44,,,,,44,0.63,,3,,16,6,2
,,,,,,,,,,,,,,,,14,,14,,,,14,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.035714,0.035714,,,0.035714,,17.241379,17.241379,0,2025-12-13,2025-12-13,1,29,,,,,29,0.5,3,5,3,13,7,4
,,,,,,,,,,,,,,,,3,,3,,,,3,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.066667,0.066667,,,0.066667,,28.571429,28.571429,0,2025-12-13,2025-12-13,1,7,,,,,7,0.2,,4,,3,1,1
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.09,0.09,,,0.09,,90,90,0,2025-12-13,2025-12-13,1,1,,,,,1,0.09,,6,,1,,
,1,,,1,,,1,,,,,,,,,4,,4,,,,3,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.14,"[{'action_type': 'outbound_click', 'value': '0.14'}]",0.14,,0.14,,,0.035,0.035,,,0.046667,0.14,14,14,10,2025-12-13,2025-12-13,1,10,10,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '10'}]",10,0.14,,2,,2,,
,2,,,2,,,2,,,,2,,,,,53,,53,2,2,,49,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,0.92,"[{'action_type': 'outbound_click', 'value': '0.92'}]",0.92,,0.92,,,0.034717,0.034717,0.92,,0.037551,0.92,14.263566,14.263566,1.550388,2025-12-13,2025-12-13,1,129,1.550388,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.550388'}]",129,1.84,3,3,3,46,18,6
,,,,,,,,,,,1,,,,,100,,100,1,1,,99,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.0382,0.0382,3.82,,0.038586,,14.469697,14.469697,0,2025-12-13,2025-12-13,1,264,,,,,264,3.82,11,4,11,85,41,21
,4,,,2,2,2,4,,,,,,,,,90,,90,,,,88,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,2.795,"[{'action_type': 'outbound_click', 'value': '2.795'}]",2.795,2.795,1.3975,,,0.062111,0.062111,,,0.063523,2.795,28.520408,28.520408,1.020408,2025-12-13,2025-12-13,1,196,1.020408,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.020408'}]",196,5.59,11,5,11,76,35,24
,2,,,2,,,2,,,,3,,,,,33,,33,3,3,,28,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,0.495,"[{'action_type': 'outbound_click', 'value': '0.495'}]",0.495,,0.495,,,0.03,0.03,0.33,,0.035357,0.495,19.038462,19.038462,3.846154,2025-12-13,2025-12-13,1,52,3.846154,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.846154'}]",52,0.99,3,6,3,25,14,10
,1,,,1,,,1,,,,,,,,,5,,5,,,,4,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.18,"[{'action_type': 'outbound_click', 'value': '0.18'}]",0.18,,0.18,,,0.036,0.036,,,0.045,0.18,22.5,22.5,12.5,2025-12-13,2025-12-13,1,8,12.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '12.5'}]",8,0.18,1,6,1,4,3,3
,,,,,,,,,,,,,,,,6,,6,,,,6,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.033333,0.033333,,,0.033333,,8,8,0,2025-12-13,2025-12-13,1,25,,,,,25,0.2,,2,,4,1,1
,,,,1,,,,,,,,,,,,64,,64,,,,63,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,2.37,"[{'action_type': 'outbound_click', 'value': '2.37'}]",2.37,,,,,0.037031,0.037031,,,0.037619,2.37,11.85,11.85,0.5,2025-12-13,2025-12-13,1,200,0.5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.5'}]",200,2.37,7,4,7,54,20,14
,,,,2,,,,,,,,,,,,101,1,101,1,,,98,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,2.08,"[{'action_type': 'outbound_click', 'value': '2.08'}]",2.08,,,,,0.041188,0.041188,4.16,,0.042449,2.08,14.964029,15.407407,0.719424,2025-12-13,2025-12-13,1.02963,278,0.719424,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.719424'}]",270,4.16,3,3,3,82,29,16
,1,,,6,2,2,1,,,,3,,,,,98,,98,3,3,,89,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,6,,0.505,"[{'action_type': 'outbound_click', 'value': '0.505'}]",0.505,1.515,3.03,,,0.030918,0.030918,1.01,,0.034045,0.505,18.363636,18.47561,3.636364,2025-12-13,2025-12-13,1.006098,165,3.636364,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '3.636364'}]",164,3.03,8,5,8,81,40,19
,,,,,,,,,,,,,,,,19,,19,,,,19,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.053158,0.053158,,,0.053158,,31.5625,31.5625,0,2025-12-13,2025-12-13,1,32,,,,,32,1.01,2,5,2,17,8,5
,,,,,,,,,,,,,,,,8,,8,,,,8,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.02125,0.02125,,,0.02125,,14.166667,15.454545,0,2025-12-13,2025-12-13,1.090909,12,,,,,11,0.17,1,6,1,8,3,2
,,,,,,,,,,,,,,,,8,,8,,,,8,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.0475,0.0475,,,0.0475,,11.875,11.875,0,2025-12-13,2025-12-13,1,32,,,,,32,0.38,1,3,1,6,4,1
,5,,,1,1,1,5,,,,,,,,,66,,66,,,,65,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,2.22,"[{'action_type': 'outbound_click', 'value': '2.22'}]",2.22,2.22,0.444,,,0.033636,0.033636,,,0.034154,2.22,11.746032,11.746032,0.529101,2025-12-13,2025-12-13,1,189,0.529101,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.529101'}]",189,2.22,2,3,2,57,22,15
,7,,,2,,,7,,,,,,,,,103,,103,,,,101,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,35-44,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,2.17,"[{'action_type': 'outbound_click', 'value': '2.17'}]",2.17,,0.62,,,0.042136,0.042136,,,0.04297,2.17,16.564886,16.692308,0.763359,2025-12-13,2025-12-13,1.007692,262,0.763359,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.763359'}]",260,4.34,12,4,10,92,44,27
,8,,,2,,,8,,,,2,,,,,73,,73,2,2,,69,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,45-54,6927326214384,FB_iOS_BAU_StartTrial_131125,3,,1.66,"[{'action_type': 'outbound_click', 'value': '1.66'}]",1.66,,0.415,,,0.045479,0.045479,1.66,,0.048116,1.106667,24.592593,24.592593,2.222222,2025-12-13,2025-12-13,1,135,1.481481,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.481481'}]",135,3.32,4,4,4,62,27,18
,,,,,,,,,,,1,,,,,16,,16,1,1,,15,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,55-64,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.065,0.065,1.04,,0.069333,,41.6,41.6,0,2025-12-13,2025-12-13,1,25,,,,,25,1.04,,5,,14,8,4
,,,,,,,,,,,,,,,,5,,5,,,,5,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,65+,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,0.036,0.036,,,0.036,,25.714286,25.714286,0,2025-12-13,2025-12-13,1,7,,,,,7,0.18,,5,,5,2,
,1,,,1,,,1,,,,,,,,,22,,22,,,,21,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,18-24,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,1.18,"[{'action_type': 'outbound_click', 'value': '1.18'}]",1.18,,1.18,,,0.053636,0.053636,,,0.05619,1.18,12.421053,12.421053,1.052632,2025-12-13,2025-12-13,1,95,1.052632,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.052632'}]",95,1.18,,2,,17,6,2
,6,,,2,,,6,,,,2,,,,,142,,142,2,2,,138,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,25-34,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,2.965,"[{'action_type': 'outbound_click', 'value': '2.965'}]",2.965,,0.988333,,,0.041761,0.041761,2.965,,0.042971,2.965,12.379958,12.643923,0.417537,2025-12-13,2025-12-13,1.021322,479,0.417537,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.417537'}]",469,5.93,12,3,12,125,50,30
